icao,iata,name,lat,long,country,alt,utcoffset,tzolson
AYGA,GKA,Goroka Airport,-6.08168983459,145.391998291,Papua New Guinea,5282,10,Pacific/Port_Moresby
AYMD,MAG,Madang Airport,-5.20707988739,145.789001465,Papua New Guinea,20,10,Pacific/Port_Moresby
AYMH,HGU,Mount Hagen Kagamuga Airport,-5.82678985595703,144.296005249023,Papua New Guinea,5388,10,Pacific/Port_Moresby
AYNZ,LAE,Nadzab Airport,-6.569803,146.725977,Papua New Guinea,239,10,Pacific/Port_Moresby
AYPY,POM,Port Moresby Jacksons International Airport,-9.44338035583496,147.220001220703,Papua New Guinea,146,10,Pacific/Port_Moresby
AYWK,WWK,Wewak International Airport,-3.58383011818,143.669006348,Papua New Guinea,19,10,Pacific/Port_Moresby
BGBW,UAK,Narsarsuaq Airport,61.1604995728,-45.4259986877,Greenland,112,-3,America/Godthab
BGGH,GOH,Godthaab / Nuuk Airport,64.19090271,-51.6781005859,Greenland,283,-3,America/Godthab
BGSF,SFJ,Kangerlussuaq Airport,67.0122218992,-50.7116031647,Greenland,165,-3,America/Godthab
BGTL,THU,Thule Air Base,76.5311965942,-68.7032012939,Greenland,251,-4,America/Thule
BIAR,AEY,Akureyri Airport,65.6600036621094,-18.0727005004883,Iceland,6,0,Atlantic/Reykjavik
BIEG,EGS,Egilsstaðir Airport,65.2833023071289,-14.4013996124268,Iceland,76,0,Atlantic/Reykjavik
BIHN,HFN,Hornafjörður Airport,64.295601,-15.2272,Iceland,24,0,Atlantic/Reykjavik
BIHU,HZK,Húsavík Airport,65.952301,-17.426001,Iceland,48,0,Atlantic/Reykjavik
BIIS,IFJ,Ísafjörður Airport,66.0580978393555,-23.1352996826172,Iceland,8,0,Atlantic/Reykjavik
BIKF,KEF,Keflavik International Airport,63.985000610352,-22.605600357056,Iceland,171,0,Atlantic/Reykjavik
BIPA,PFJ,Patreksfjörður Airport,65.555801,-23.965,Iceland,11,0,Atlantic/Reykjavik
BIRK,RKV,Reykjavik Airport,64.1299972534,-21.9405994415,Iceland,48,0,Atlantic/Reykjavik
BISI,SIJ,Siglufjörður Airport,66.133301,-18.9167,Iceland,10,0,Atlantic/Reykjavik
BIVM,VEY,Vestmannaeyjar Airport,63.4243011474609,-20.2789001464844,Iceland,326,0,Atlantic/Reykjavik
CYAM,YAM,Sault Ste Marie Airport,46.4850006103516,-84.5093994140625,Canada,630,-5,America/Toronto
CYAV,\N,Winnipeg / St. Andrews Airport,50.0564002991,-97.0325012207,Canada,760,-6,America/Winnipeg
CYAW,\N,Halifax / CFB Shearwater Heliport,44.639702,-63.499401,Canada,144,-4,America/Halifax
CYAY,YAY,St. Anthony Airport,51.3918991089,-56.0830993652,Canada,108,-3.5,America/St_Johns
CYAZ,YAZ,Tofino / Long Beach Airport,49.079833,-125.775583,Canada,80,-8,America/Vancouver
CYBB,YBB,Kugaaruk Airport,68.534401,-89.808098,Canada,56,-7,America/Edmonton
CYBC,YBC,Baie Comeau Airport,49.1324996948242,-68.2043991088867,Canada,71,-5,America/Toronto
CYBG,YBG,CFB Bagotville,48.3306007385254,-70.9963989257813,Canada,522,-5,America/Toronto
CYBK,YBK,Baker Lake Airport,64.2988967896,-96.077796936,Canada,59,-6,America/Winnipeg
CYBL,YBL,Campbell River Airport,49.9508018493652,-125.271003723145,Canada,346,-8,America/Vancouver
CYBR,YBR,Brandon Municipal Airport,49.91,-99.951897,Canada,1343,-6,America/Winnipeg
CYCB,YCB,Cambridge Bay Airport,69.1081008911,-105.138000488,Canada,90,-7,America/Edmonton
CYCD,YCD,Nanaimo Airport,49.0549702249,-123.869862556,Canada,92,-8,America/Vancouver
CYCG,YCG,Castlegar/West Kootenay Regional Airport,49.2963981628,-117.632003784,Canada,1624,-8,America/Vancouver
CYCH,YCH,Miramichi Airport,47.007801,-65.449203,Canada,108,-4,America/Halifax
CYCL,YCL,Charlo Airport,47.990799,-66.330299,Canada,132,-4,America/Halifax
CYCO,YCO,Kugluktuk Airport,67.816704,-115.143997,Canada,74,-7,America/Edmonton
CYCT,YCT,Coronation Airport,52.0750007629,-111.444999695,Canada,2595,-7,America/Edmonton
CYCW,YCW,Chilliwack Airport,49.1528015137,-121.939002991,Canada,32,-8,America/Vancouver
CYCY,YCY,Clyde River Airport,70.4860992432,-68.5167007446,Canada,87,-5,America/Toronto
CYZS,YZS,Coral Harbour Airport,64.1932983398,-83.3593978882,Canada,210,-5,America/Coral_Harbour
CYDA,YDA,Dawson City Airport,64.043098449707,-139.128005981445,Canada,1215,-8,America/Vancouver
CYDB,YDB,Burwash Airport,61.3711013793945,-139.041000366211,Canada,2647,-8,America/Vancouver
CYDC,\N,Princeton Airport,49.4681015015,-120.511001587,Canada,2298,-8,America/Vancouver
CYDF,YDF,Deer Lake Airport,49.2108001708984,-57.3913993835449,Canada,72,-3.5,America/St_Johns
CYDL,YDL,Dease Lake Airport,58.4221992493,-130.031997681,Canada,2600,-8,America/Vancouver
CYDN,YDN,Dauphin Barker Airport,51.1007995605469,-100.052001953125,Canada,999,-6,America/Winnipeg
CYDQ,YDQ,Dawson Creek Airport,55.7422981262207,-120.182998657227,Canada,2148,-7,America/Dawson_Creek
CYEG,YEG,Edmonton International Airport,53.3097000122,-113.580001831,Canada,2373,-7,America/Edmonton
CYEK,YEK,Arviat Airport,61.0942001343,-94.0708007812,Canada,32,-6,America/Winnipeg
CYEN,YEN,Estevan Airport,49.2103004456,-102.966003418,Canada,1905,-6,America/Regina
CYET,YET,Edson Airport,53.5788993835,-116.464996338,Canada,3043,-7,America/Edmonton
CYEU,YEU,Eureka Airport,79.9946975708,-85.814201355,Canada,256,-6,America/Winnipeg
CYEV,YEV,Inuvik Mike Zubko Airport,68.3041992188,-133.483001709,Canada,224,-7,America/Edmonton
CYFB,YFB,Iqaluit Airport,63.756402,-68.555801,Canada,110,-5,America/Toronto
CYFC,YFC,Fredericton Airport,45.8689002990723,-66.5372009277344,Canada,68,-4,America/Halifax
CYFE,YFE,Forestville Airport,48.7461013793945,-69.0971984863281,Canada,293,-5,America/Toronto
CYFO,YFO,Flin Flon Airport,54.6781005859375,-101.681999206543,Canada,997,-6,America/Winnipeg
CYFR,YFR,Fort Resolution Airport,61.1808013916,-113.690002441,Canada,526,-7,America/Edmonton
CYFS,YFS,Fort Simpson Airport,61.7602005004883,-121.236999511719,Canada,555,-7,America/Edmonton
CYGK,YGK,Kingston Norman Rogers Airport,44.2252998352051,-76.5969009399414,Canada,305,-5,America/Toronto
CYGL,YGL,La Grande Rivière Airport,53.625301361084,-77.7042007446289,Canada,639,-5,America/Toronto
CYGP,YGP,Gaspé (Michel-Pouliot) Airport,48.7752990723,-64.4785995483,Canada,112,-5,America/Toronto
CYGQ,YGQ,Geraldton Greenstone Regional Airport,49.7783012390137,-86.9393997192383,Canada,1144,-5,America/Toronto
CYGR,YGR,Îles-de-la-Madeleine Airport,47.4247016906738,-61.7780990600586,Canada,35,-5,America/Toronto
CYHB,YHB,Hudson Bay Airport,52.8166999817,-102.310997009,Canada,1175,-6,America/Regina
CYHD,YHD,Dryden Regional Airport,49.831699,-92.744202,Canada,1354,-6,America/Winnipeg
CYHI,YHI,Ulukhaktok Holman Airport,70.7628021240234,-117.805999755859,Canada,117,-7,America/Edmonton
CYHK,YHK,Gjoa Haven Airport,68.635597229,-95.8497009277,Canada,152,-7,America/Edmonton
CYHM,YHM,John C. Munro Hamilton International Airport,43.1735992432,-79.9349975586,Canada,780,-5,America/Toronto
CYHU,YHU,Montréal / Saint-Hubert Airport,45.5175018311,-73.4169006348,Canada,90,-5,America/Toronto
CYHY,YHY,Hay River / Merlyn Carter Airport,60.8396987915,-115.782997131,Canada,541,-7,America/Edmonton
CYHZ,YHZ,Halifax / Stanfield International Airport,44.8807983398,-63.5085983276,Canada,477,-4,America/Halifax
CYIB,YIB,Atikokan Municipal Airport,48.7738990784,-91.6386032104,Canada,1408,-5,America/Coral_Harbour
CYIO,YIO,Pond Inlet Airport,72.6832962036,-77.9666976929,Canada,181,-5,America/Toronto
CYJN,YJN,St Jean Airport,45.2943992614746,-73.2810974121094,Canada,136,-5,America/Toronto
CYJT,YJT,Stephenville Airport,48.5442008972168,-58.5499992370606,Canada,84,-3.5,America/St_Johns
CYKA,YKA,Kamloops Airport,50.7022018433,-120.444000244,Canada,1133,-8,America/Vancouver
CYKF,YKF,Waterloo Airport,43.4608001709,-80.3786010742,Canada,1055,-5,America/Toronto
CYKL,YKL,Schefferville Airport,54.8053016662598,-66.8052978515625,Canada,1709,-5,America/Toronto
CYKY,YKY,Kindersley Airport,51.5175018311,-109.180999756,Canada,2277,-6,America/Regina
CYKZ,YKZ,Buttonville Municipal Airport,43.8622016906738,-79.370002746582,Canada,650,-5,America/Toronto
CYLD,YLD,Chapleau Airport,47.8199996948242,-83.3467025756836,Canada,1470,-5,America/Toronto
CYLJ,YLJ,Meadow Lake Airport,54.125301361084,-108.523002624512,Canada,1576,-6,America/Regina
CYLL,YLL,Lloydminster Airport,53.3092002868652,-110.072998046875,Canada,2193,-7,America/Edmonton
CYLT,YLT,Alert Airport,82.5177993774,-62.2806015015,Canada,100,-5,America/Toronto
CYLW,YLW,Kelowna International Airport,49.9561004639,-119.377998352,Canada,1421,-8,America/Vancouver
CYMA,YMA,Mayo Airport,63.6164016723633,-135.86799621582,Canada,1653,-8,America/Vancouver
CYMJ,YMJ,Moose Jaw Air Vice Marshal C. M. McEwen Airport,50.3302993774414,-105.55899810791,Canada,1892,-6,America/Regina
CYMM,YMM,Fort McMurray Airport,56.653301239,-111.222000122,Canada,1211,-7,America/Edmonton
CYMO,YMO,Moosonee Airport,51.2910995483398,-80.6078033447266,Canada,30,-5,America/Toronto
CYMW,YMW,Maniwaki Airport,46.2728004456,-75.9906005859,Canada,656,-5,America/Toronto
CYMX,YMX,Montreal International (Mirabel) Airport,45.679501,-74.038696,Canada,270,-5,America/Toronto
CYNA,YNA,Natashquan Airport,50.189998626709,-61.7891998291016,Canada,39,-5,America/Toronto
CYND,YND,Ottawa / Gatineau Airport,45.5217018127,-75.5635986328,Canada,211,-5,America/Toronto
CYNM,YNM,Matagami Airport,49.7616996765137,-77.8028030395508,Canada,918,-5,America/Toronto
CYOC,YOC,Old Crow Airport,67.5706024169922,-139.839004516602,Canada,824,-8,America/Vancouver
CYOD,YOD,CFB Cold Lake,54.4049987792969,-110.278999328613,Canada,1775,-7,America/Edmonton
CYOJ,YOJ,High Level Airport,58.6213989257813,-117.165000915527,Canada,1110,-7,America/Edmonton
CYOW,YOW,Ottawa Macdonald-Cartier International Airport,45.3224983215332,-75.6691970825195,Canada,374,-5,America/Toronto
CYPA,YPA,Prince Albert Glass Field,53.2141990662,-105.672996521,Canada,1405,-6,America/Regina
CYPE,YPE,Peace River Airport,56.226898,-117.446999,Canada,1873,-7,America/Edmonton
CYPG,YPG,Southport Airport,49.903099,-98.273817,Canada,885,-6,America/Winnipeg
CYPK,\N,Pitt Meadows Airport,49.2160987854004,-122.709999084473,Canada,11,-8,America/Vancouver
CYPL,YPL,Pickle Lake Airport,51.4463996887207,-90.2142028808594,Canada,1267,-5,America/Coral_Harbour
CYPN,YPN,Port Menier Airport,49.8363990783691,-64.2885971069336,Canada,167,-5,America/Toronto
CYPQ,YPQ,Peterborough Airport,44.2299995422363,-78.3632965087891,Canada,628,-5,America/Toronto
CYPR,YPR,Prince Rupert Airport,54.2860984802,-130.445007324,Canada,116,-8,America/Vancouver
CYPY,YPY,Fort Chipewyan Airport,58.7672004699707,-111.116996765137,Canada,761,-7,America/Edmonton
CYQA,YQA,Muskoka Airport,44.9747009277344,-79.3032989501953,Canada,925,-5,America/Toronto
CYQB,YQB,Quebec Jean Lesage International Airport,46.7911,-71.393303,Canada,244,-5,America/Toronto
CYQF,YQF,Red Deer Regional Airport,52.1822013854981,-113.893997192383,Canada,2968,-7,America/Edmonton
CYQG,YQG,Windsor Airport,42.2756004333496,-82.9555969238281,Canada,622,-5,America/Toronto
CYQH,YQH,Watson Lake Airport,60.1164016723633,-128.822006225586,Canada,2255,-8,America/Vancouver
CYQK,YQK,Kenora Airport,49.7882995605469,-94.3630981445313,Canada,1332,-6,America/Winnipeg
CYQL,YQL,Lethbridge County Airport,49.6302986145,-112.800003052,Canada,3048,-7,America/Edmonton
CYQM,YQM,Greater Moncton International Airport,46.1122016906738,-64.678596496582,Canada,232,-4,America/Halifax
CYQQ,YQQ,Comox Airport,49.7108001708984,-124.887001037598,Canada,84,-8,America/Vancouver
CYQR,YQR,Regina International Airport,50.4319000244141,-104.666000366211,Canada,1894,-6,America/Regina
CYQT,YQT,Thunder Bay Airport,48.3718986511231,-89.3238983154297,Canada,653,-5,America/Toronto
CYQU,YQU,Grande Prairie Airport,55.1796989441,-118.885002136,Canada,2195,-7,America/Edmonton
CYQV,YQV,Yorkton Municipal Airport,51.2647018432617,-102.46199798584,Canada,1635,-6,America/Regina
CYQW,YQW,North Battleford Airport,52.7691993713379,-108.244003295898,Canada,1799,-6,America/Regina
CYQX,YQX,Gander International Airport,48.9369010925293,-54.5680999755859,Canada,496,-3.5,America/St_Johns
CYQY,YQY,Sydney / J.A. Douglas McCurdy Airport,46.1614,-60.047798,Canada,203,-4,America/Halifax
CYQZ,YQZ,Quesnel Airport,53.0261001586914,-122.51000213623,Canada,1789,-8,America/Vancouver
CYRB,YRB,Resolute Bay Airport,74.7169036865,-94.9693984985,Canada,215,-6,America/Winnipeg
CYRI,YRI,Rivière-du-Loup Airport,47.7644004821777,-69.5847015380859,Canada,427,-5,America/Toronto
CYRJ,YRJ,Roberval Airport,48.5200004577637,-72.2656021118164,Canada,586,-5,America/Toronto
CYRM,YRM,Rocky Mountain House Airport,52.4296989441,-114.903999329,Canada,3244,-7,America/Edmonton
CYRT,YRT,Rankin Inlet Airport,62.8114013672,-92.1157989502,Canada,94,-6,America/Winnipeg
CYSB,YSB,Sudbury Airport,46.625,-80.7988967895508,Canada,1141,-5,America/Toronto
CYSC,YSC,Sherbrooke Airport,45.4385986328125,-71.6913986206055,Canada,792,-5,America/Toronto
CYSJ,YSJ,Saint John Airport,45.3161010742187,-65.8902969360352,Canada,357,-4,America/Halifax
CYSM,YSM,Fort Smith Airport,60.0203018188477,-111.96199798584,Canada,671,-7,America/Edmonton
CYSR,YSR,Nanisivik Airport,72.982201,-84.613602,Canada,2106,-5,America/Toronto
CYSU,YSU,Summerside Airport,46.440601348877,-63.8335990905762,Canada,56,-4,America/Halifax
CYSY,YSY,Sachs Harbour (David Nasogaluak Jr. Saaryuaq) Airport,71.9938964844,-125.242996216,Canada,282,-7,America/Edmonton
CYTE,YTE,Cape Dorset Airport,64.2300033569,-76.5267028809,Canada,164,-5,America/Toronto
CYTH,YTH,Thompson Airport,55.8011016845703,-97.8641967773438,Canada,729,-6,America/Winnipeg
CYTR,YTR,CFB Trenton,44.1189002990723,-77.5280990600586,Canada,283,-5,America/Toronto
CYTS,YTS,Timmins/Victor M. Power,48.5696983337,-81.376701355,Canada,967,-5,America/Toronto
CYTZ,YTZ,Billy Bishop Toronto City Centre Airport,43.627499,-79.396202,Canada,252,-5,America/Toronto
CYUB,YUB,Tuktoyaktuk Airport,69.4332962036133,-133.026000976563,Canada,15,-7,America/Edmonton
CYUL,YUL,Montreal / Pierre Elliott Trudeau International Airport,45.4706001282,-73.7407989502,Canada,118,-5,America/Toronto
CYUT,YUT,Repulse Bay Airport,66.5214004517,-86.2247009277,Canada,80,-6,America/Winnipeg
CYUX,YUX,Hall Beach Airport,68.7761001587,-81.2425,Canada,30,-5,America/Toronto
CYUY,YUY,Rouyn Noranda Airport,48.2061004638672,-78.8356018066406,Canada,988,-5,America/Toronto
CYVC,YVC,La Ronge Airport,55.1514015198,-105.262001038,Canada,1242,-6,America/Regina
CYVG,YVG,Vermilion Airport,53.3558006287,-110.823997498,Canada,2025,-7,America/Edmonton
CYVM,YVM,Qikiqtarjuaq Airport,67.5457992554,-64.0314025879,Canada,21,-5,America/Toronto
CYVO,YVO,Val-d'Or Airport,48.0532989502,-77.7827987671,Canada,1107,-5,America/Toronto
CYVP,YVP,Kuujjuaq Airport,58.0960998535156,-68.4269027709961,Canada,129,-5,America/Toronto
CYVQ,YVQ,Norman Wells Airport,65.2816009521484,-126.797996520996,Canada,238,-7,America/Edmonton
CYVR,YVR,Vancouver International Airport,49.193901062,-123.183998108,Canada,14,-8,America/Vancouver
CYVT,YVT,Buffalo Narrows Airport,55.8418998718,-108.417999268,Canada,1423,-6,America/Regina
CYVV,YVV,Wiarton Airport,44.7458,-81.107201,Canada,729,-5,America/Toronto
CYWA,YWA,Petawawa Airport,45.9522018432617,-77.3191986083984,Canada,427,-5,America/Toronto
CYWG,YWG,Winnipeg / James Armstrong Richardson International Airport,49.9099998474,-97.2398986816,Canada,783,-6,America/Winnipeg
CYWK,YWK,Wabush Airport,52.9219017028809,-66.8644027709961,Canada,1808,-4,America/Halifax
CYWL,YWL,Williams Lake Airport,52.1831016541,-122.054000854,Canada,3085,-8,America/Vancouver
CYWY,YWY,Wrigley Airport,63.209400177002,-123.436996459961,Canada,489,-7,America/Edmonton
CYXC,YXC,Cranbrook/Canadian Rockies International Airport,49.610801696777,-115.78199768066,Canada,3082,-7,America/Edmonton
CYXD,YXD,Edmonton City Centre (Blatchford Field) Airport,53.5724983215,-113.521003723,Canada,2202,-7,America/Edmonton
CYXE,YXE,Saskatoon John G. Diefenbaker International Airport,52.1707992553711,-106.699996948242,Canada,1653,-6,America/Regina
CYXH,YXH,Medicine Hat Airport,50.0189018249512,-110.721000671387,Canada,2352,-7,America/Edmonton
CYXJ,YXJ,Fort St John Airport,56.2380981445313,-120.73999786377,Canada,2280,-7,America/Dawson_Creek
CYXL,YXL,Sioux Lookout Airport,50.113899230957,-91.9052963256836,Canada,1258,-6,America/Winnipeg
CYXP,YXP,Pangnirtung Airport,66.1449966431,-65.7136001587,Canada,75,-5,America/Toronto
CYXR,YXR,Earlton (Timiskaming Regional) Airport,47.6974006546,-79.8473453522,Canada,800,-5,America/Toronto
CYXS,YXS,Prince George Airport,53.8894004822,-122.679000854,Canada,2267,-8,America/Vancouver
CYXT,YXT,Northwest Regional Airport Terrace-Kitimat,54.468498,-128.576009,Canada,713,-8,America/Vancouver
CYXU,YXU,London Airport,43.035599,-81.1539,Canada,912,-5,America/Toronto
CYXX,YXX,Abbotsford Airport,49.0252990722656,-122.361000061035,Canada,195,-8,America/Vancouver
CYXY,YXY,Whitehorse / Erik Nielsen International Airport,60.7095985413,-135.067001343,Canada,2317,-8,America/Vancouver
CYYB,YYB,North Bay Jack Garland Airport,46.363602,-79.422798,Canada,1215,-5,America/Toronto
CYYC,YYC,Calgary International Airport,51.113899231,-114.019996643,Canada,3557,-7,America/Edmonton
CYYD,YYD,Smithers Airport,54.8246994018555,-127.182998657227,Canada,1712,-8,America/Vancouver
CYYE,YYE,Fort Nelson Airport,58.8363990784,-122.597000122,Canada,1253,-8,America/Vancouver
CYYF,YYF,Penticton Airport,49.4631004333496,-119.601997375488,Canada,1129,-8,America/Vancouver
CYYG,YYG,Charlottetown Airport,46.2900009155274,-63.1211013793945,Canada,160,-4,America/Halifax
CYYH,YYH,Taloyoak Airport,69.5466995239,-93.5766983032,Canada,92,-7,America/Edmonton
CYYJ,YYJ,Victoria International Airport,48.646900177,-123.426002502,Canada,63,-8,America/Vancouver
CYYL,YYL,Lynn Lake Airport,56.863899230957,-101.075996398926,Canada,1170,-6,America/Winnipeg
CYYN,YYN,Swift Current Airport,50.2919006348,-107.691001892,Canada,2680,-6,America/Regina
CYYQ,YYQ,Churchill Airport,58.739200592041,-94.0650024414063,Canada,94,-6,America/Winnipeg
CYYR,YYR,Goose Bay Airport,53.3191986084,-60.4258003235,Canada,160,-4,America/Halifax
CYYT,YYT,St. John's International Airport,47.618598938,-52.7518997192,Canada,461,-3.5,America/St_Johns
CYYU,YYU,Kapuskasing Airport,49.4138984680176,-82.4674987792969,Canada,743,-5,America/Toronto
CYYW,YYW,Armstrong Airport,50.2902984619141,-88.9096984863281,Canada,1058,-5,America/Toronto
CYYY,YYY,Mont Joli Airport,48.6086006164551,-68.2080993652344,Canada,172,-5,America/Toronto
CYYZ,YYZ,Lester B. Pearson International Airport,43.6772003174,-79.6305999756,Canada,569,-5,America/Toronto
CYZD,YZD,Downsview Airport,43.7425003051758,-79.4655990600586,Canada,652,-5,America/Toronto
CYZE,YZE,Gore Bay Manitoulin Airport,45.8852996826172,-82.5678024291992,Canada,635,-5,America/Toronto
CYZF,YZF,Yellowknife Airport,62.4627990722656,-114.440002441406,Canada,675,-7,America/Edmonton
CYZH,YZH,Slave Lake Airport,55.2930984497,-114.777000427,Canada,1912,-7,America/Edmonton
CYZP,YZP,Sandspit Airport,53.2542991638,-131.813995361,Canada,21,-8,America/Vancouver
CYZR,YZR,Chris Hadfield Airport,42.9994010925293,-82.3088989257812,Canada,594,-5,America/Toronto
CYZT,YZT,Port Hardy Airport,50.6805992126465,-127.366996765137,Canada,71,-8,America/Vancouver
CYZU,YZU,Whitecourt Airport,54.1439018249512,-115.787002563477,Canada,2567,-7,America/Edmonton
CYZV,YZV,Sept-Îles Airport,50.2233009338379,-66.2656021118164,Canada,180,-5,America/Toronto
CYZW,YZW,Teslin Airport,60.1727981567383,-132.74299621582,Canada,2313,-8,America/Vancouver
CYZX,YZX,CFB Greenwood,44.9844017028809,-64.9169006347656,Canada,92,-4,America/Halifax
CZFA,ZFA,Faro Airport,62.2075004577637,-133.376007080078,Canada,2351,-8,America/Vancouver
CZFM,ZFM,Fort Mcpherson Airport,67.4075012207031,-134.860992431641,Canada,116,-7,America/Edmonton
DAAB,QLD,Blida Airport,36.5036010742187,2.81416988372803,Algeria,535,1,Africa/Algiers
DAAD,BUJ,Bou Saada Airport,35.3325004577637,4.20638990402222,Algeria,1506,1,Africa/Algiers
DAAE,BJA,Soummam Airport,36.7120018005,5.06992006302,Algeria,20,1,Africa/Algiers
DAAG,ALG,Houari Boumediene Airport,36.6910018920898,3.21540999412537,Algeria,82,1,Africa/Algiers
DAAJ,DJG,Djanet Inedbirene Airport,24.292801,9.45244,Algeria,3176,1,Africa/Algiers
DAAK,\N,Boufarik Airport,36.545799,2.87611,Algeria,335,1,Africa/Algiers
DAAN,\N,Reggane Airport,26.7101,0.285647,Algeria,955,1,Africa/Algiers
DAAP,VVZ,Illizi Takhamalt Airport,26.7234992981,8.62265014648,Algeria,1778,1,Africa/Algiers
DAAQ,\N,Ain Oussera Airport,35.5253982543945,2.8787100315094,Algeria,2132,1,Africa/Algiers
DAAT,TMR,Aguenar – Hadj Bey Akhamok Airport,22.8115005493,5.45107984543,Algeria,4518,1,Africa/Algiers
DAAV,GJL,Jijel Ferhat Abbas Airport,36.7951011658,5.87361001968,Algeria,36,1,Africa/Algiers
DAAY,MZW,Mecheria Airport,33.535900116,-0.242353007197,Algeria,3855,1,Africa/Algiers
DAAZ,\N,Relizane Airport,35.752201,0.626272,Algeria,282,1,Africa/Algiers
DABB,AAE,Rabah Bitat Airport,36.822201,7.809174,Algeria,16,1,Africa/Algiers
DABC,CZL,Mohamed Boudiaf International Airport,36.2760009765625,6.62038993835449,Algeria,2265,1,Africa/Algiers
DABS,TEE,Cheikh Larbi Tébessi Airport,35.4315986633,8.12071990967,Algeria,2661,1,Africa/Algiers
DAFH,HRM,Hassi R'Mel Airport,32.9304008483887,3.31153988838196,Algeria,2540,1,Africa/Algiers
DAOB,TID,Bou Chekif Airport,35.3410987854,1.46315002441,Algeria,3245,1,Africa/Algiers
DAOE,\N,Bou Sfer Airport,35.7354011535645,-0.805388987064362,Algeria,187,1,Africa/Algiers
DAOF,TIN,Tindouf Airport,27.7003993988,-8.1670999527,Algeria,1453,1,Africa/Algiers
DAOI,CFK,Ech Cheliff Airport,36.2126998901,1.33176994324,Algeria,463,1,Africa/Algiers
DAOL,TAF,Tafaraoui Airport,35.5424003601074,-0.532278001308441,Algeria,367,1,Africa/Algiers
DAON,TLM,Zenata – Messali El Hadj Airport,35.0167007446,-1.45000004768,Algeria,814,1,Africa/Algiers
DAOO,ORN,Es Senia Airport,35.6239013672,-0.621182978153,Algeria,295,1,Africa/Algiers
DAOS,BFW,Sidi Bel Abbes Airport,35.1717987061,-0.593275010586,Algeria,1614,1,Africa/Algiers
DAOV,MUW,Ghriss Airport,35.2076988220215,0.147141993045807,Algeria,1686,1,Africa/Algiers
DAUA,AZR,Touat Cheikh Sidi Mohamed Belkebir Airport,27.8376007080078,-0.186414003372192,Algeria,919,1,Africa/Algiers
DAUB,BSK,Biskra Airport,34.7933006287,5.73823022842,Algeria,289,1,Africa/Algiers
DAUE,ELG,El Golea Airport,30.5713005065918,2.85959005355835,Algeria,1306,1,Africa/Algiers
DAUG,GHA,Noumérat - Moufdi Zakaria Airport,32.3841018676758,3.79411005973816,Algeria,1512,1,Africa/Algiers
DAUH,HME,Oued Irara Airport,31.6730003357,6.14043998718,Algeria,463,1,Africa/Algiers
DAUI,INZ,In Salah Airport,27.2509994507,2.51202011108,Algeria,896,1,Africa/Algiers
DAUK,TGR,Touggourt Sidi Madhi Airport,33.067798614502,6.0886697769165,Algeria,279,1,Africa/Algiers
DAUL,LOO,Laghouat Airport,33.7644004822,2.92833995819,Algeria,2510,1,Africa/Algiers
DAUT,TMX,Timimoun Airport,29.2371006012,0.276033014059,Algeria,1027,1,Africa/Algiers
DAUU,OGX,Ain el Beida Airport,31.917200088501,5.41277980804443,Algeria,492,1,Africa/Algiers
DAUZ,IAM,In Aménas Airport,28.0515,9.64291,Algeria,1847,1,Africa/Algiers
DBBB,COO,Cadjehoun Airport,6.3572301864624,2.38435006141663,Benin,19,1,Africa/Porto-Novo
DFFD,OUA,Ouagadougou Airport,12.3532,-1.51242,Burkina Faso,1037,0,Africa/Ouagadougou
DFOO,BOY,Bobo Dioulasso Airport,11.1600999832153,-4.33096981048584,Burkina Faso,1511,0,Africa/Ouagadougou
DGAA,ACC,Kotoka International Airport,5.60518980026245,-0.166786000132561,Ghana,205,0,Africa/Accra
DGLE,TML,Tamale Airport,9.55718994140625,-0.863214015960693,Ghana,553,0,Africa/Accra
DGLW,\N,Wa Airport,10.0826997756958,-2.50768995285034,Ghana,1060,0,Africa/Accra
DGSN,NYI,Sunyani Airport,7.36183023452759,-2.32875990867615,Ghana,1014,0,Africa/Accra
DGTK,TKD,Takoradi Airport,4.8960599899292,-1.77476000785828,Ghana,21,0,Africa/Accra
DIAP,ABJ,Port Bouet Airport,5.261390209198,-3.9262900352478,Cote d'Ivoire,21,0,Africa/Abidjan
DIBK,BYK,Bouaké Airport,7.73880004882813,-5.07366991043091,Cote d'Ivoire,1230,0,Africa/Abidjan
DIDL,DJO,Daloa Airport,6.79280996322632,-6.47318983078003,Cote d'Ivoire,823,0,Africa/Abidjan
DIKO,HGO,Korhogo Airport,9.38718032837,-5.55666017532,Cote d'Ivoire,1214,0,Africa/Abidjan
DIMN,MJC,Man Airport,7.27206993103027,-7.58735990524292,Cote d'Ivoire,1089,0,Africa/Abidjan
DISP,SPY,San Pedro Airport,4.74671983718872,-6.66082000732422,Cote d'Ivoire,26,0,Africa/Abidjan
DIYO,ASK,Yamoussoukro Airport,6.9031701088,-5.36558008194,Cote d'Ivoire,699,0,Africa/Abidjan
DNAA,ABV,Nnamdi Azikiwe International Airport,9.00679016113281,7.26316976547241,Nigeria,1123,1,Africa/Lagos
DNAK,AKR,Akure Airport,7.24673986434937,5.30101013183594,Nigeria,1100,1,Africa/Lagos
DNBE,BNI,Benin Airport,6.31697988510132,5.59950017929077,Nigeria,258,1,Africa/Lagos
DNCA,CBQ,Margaret Ekpo International Airport,4.97601985931397,8.34720039367676,Nigeria,210,1,Africa/Lagos
