airport_id,icao,iata,name,lat,long,country,alt,utcoffset,tzolson
254,DIKO,HGO,Korhogo Airport,9.38718032837,-5.55666017532,Cote d'Ivoire,1214,0,Africa/Abidjan
255,DIMN,MJC,Man Airport,7.27206993103027,-7.58735990524292,Cote d'Ivoire,1089,0,Africa/Abidjan
256,DISP,SPY,San Pedro Airport,4.74671983718872,-6.66082000732422,Cote d'Ivoire,26,0,Africa/Abidjan
257,DIYO,ASK,Yamoussoukro Airport,6.9031701088,-5.36558008194,Cote d'Ivoire,699,0,Africa/Abidjan
258,DNAA,ABV,Nnamdi Azikiwe International Airport,9.00679016113281,7.26316976547241,Nigeria,1123,1,Africa/Lagos
259,DNAK,AKR,Akure Airport,7.24673986434937,5.30101013183594,Nigeria,1100,1,Africa/Lagos
260,DNBE,BNI,Benin Airport,6.31697988510132,5.59950017929077,Nigeria,258,1,Africa/Lagos
261,DNCA,CBQ,Margaret Ekpo International Airport,4.97601985931397,8.34720039367676,Nigeria,210,1,Africa/Lagos
262,DNEN,ENU,Akanu Ibiam International Airport,6.47426986694336,7.56196022033691,Nigeria,466,1,Africa/Lagos
263,DNGU,,Gusau Airport,12.1717,6.69611,Nigeria,1520,1,Africa/Lagos
264,DNIB,IBA,Ibadan Airport,7.36246013641357,3.97832989692688,Nigeria,725,1,Africa/Lagos
265,DNIL,ILR,Ilorin International Airport,8.44021034240723,4.49391984939575,Nigeria,1126,1,Africa/Lagos
266,DNJO,JOS,Yakubu Gowon Airport,9.63982963562012,8.86905002593994,Nigeria,4232,1,Africa/Lagos
267,DNKA,KAD,Kaduna Airport,10.6960000991821,7.32010984420776,Nigeria,2073,1,Africa/Lagos
268,DNKN,KAN,Mallam Aminu International Airport,12.0476,8.52462,Nigeria,1562,1,Africa/Lagos
269,DNMA,MIU,Maiduguri International Airport,11.855299949646,13.0809001922607,Nigeria,1099,1,Africa/Lagos
270,DNMK,MDI,Makurdi Airport,7.70388,8.61394,Nigeria,371,1,Africa/Lagos
271,DNMM,LOS,Murtala Muhammed International Airport,6.57737016677856,3.32116007804871,Nigeria,135,1,Africa/Lagos
272,DNMN,MXJ,Minna Airport,9.65217018127441,6.4622597694397,Nigeria,834,1,Africa/Lagos
273,DNPO,PHC,Port Harcourt International Airport,5.01549005508423,6.94959020614624,Nigeria,87,1,Africa/Lagos
274,DNSO,SKO,Sadiq Abubakar III International Airport,12.9162998199463,5.20719003677368,Nigeria,1010,1,Africa/Lagos
275,DNYO,YOL,Yola Airport,9.25755023956299,12.4303998947144,Nigeria,599,1,Africa/Lagos
276,DNZA,ZAR,Zaria Airport,11.1302,7.68581,Nigeria,2170,1,Africa/Lagos
277,DRRM,MFQ,Maradi Airport,13.5024995803833,7.12674999237061,Niger,1240,1,Africa/Niamey
278,DRRN,NIM,Diori Hamani International Airport,13.4815,2.18361,Niger,732,1,Africa/Niamey
279,DRRT,THZ,Tahoua Airport,14.8756999969482,5.26535987854004,Niger,1266,1,Africa/Niamey
280,DRZA,AJY,Mano Dayak International Airport,16.9659996032715,8.00010967254639,Niger,1657,1,Africa/Niamey
281,DRZD,,Dirkou Airport,18.9687004089355,12.8687000274658,Niger,1273,1,Africa/Niamey
282,DRZF,,Diffa Airport,13.3729000091553,12.6267004013062,Niger,994,1,Africa/Niamey
283,DRZR,ZND,Zinder Airport,13.7790002822876,8.98375988006592,Niger,1516,1,Africa/Niamey
284,DTMB,MIR,Monastir Habib Bourguiba International Airport,35.7580986022949,10.7546997070313,Tunisia,9,1,Africa/Tunis
285,DTTA,TUN,Tunis Carthage International Airport,36.851001739502,10.2271995544434,Tunisia,22,1,Africa/Tunis
286,DTTB,,Sidi Ahmed Air Base,37.245398,9.79145,Tunisia,20,1,Africa/Tunis
287,DTTD,,Remada Air Base,32.3061981201172,10.3821001052856,Tunisia,1004,1,Africa/Tunis
288,DTTF,GAF,Gafsa Ksar International Airport,34.4220008850098,8.82250022888184,Tunisia,1060,1,Africa/Tunis
289,DTTG,GAE,Gabès Matmata International Airport,33.8768997192383,10.1033000946045,Tunisia,26,1,Africa/Tunis
290,DTTI,,Borj El Amri Airport,36.7212982177734,9.94314956665039,Tunisia,110,1,Africa/Tunis
291,DTTJ,DJE,Djerba Zarzis International Airport,33.875,10.7755002975464,Tunisia,19,1,Africa/Tunis
292,DTTR,EBM,El Borma Airport,31.7042999267578,9.25461959838867,Tunisia,827,1,Africa/Tunis
293,DTTX,SFA,Sfax Thyna International Airport,34.7179985046387,10.6909999847412,Tunisia,85,1,Africa/Tunis
294,DTTZ,TOE,Tozeur Nefta International Airport,33.9397010803223,8.11056041717529,Tunisia,287,1,Africa/Tunis
295,DXNG,LRL,Niamtougou International Airport,9.76733016967773,1.09124994277954,Togo,1515,0,Africa/Lome
296,DXXX,LFW,Lomé-Tokoin Airport,6.16560983657837,1.25451004505157,Togo,72,0,Africa/Lome
297,EBAW,ANR,Antwerp International Airport (Deurne),51.1893997192,4.46027994156,Belgium,39,1,Europe/Brussels
298,EBBE,,Beauvechain Air Base,50.7585983276367,4.76833009719849,Belgium,370,1,Europe/Brussels
299,EBBL,,Kleine Brogel Air Base,51.168301,5.47,Belgium,200,1,Europe/Brussels
300,EBBR,BRU,Brussels Airport,50.9014015198,4.48443984985,Belgium,184,1,Europe/Brussels
301,EBBX,,Jehonville Air Base,49.8917007446289,5.22388982772827,Belgium,1514,1,Europe/Brussels
302,EBCI,CRL,Brussels South Charleroi Airport,50.459202,4.45382,Belgium,614,1,Europe/Brussels
303,EBCV,,Chièvres Air Base,50.5758018493652,3.83100008964539,Belgium,194,1,Europe/Brussels
304,EBFN,,Koksijde Air Base,51.0903015136719,2.65278005599976,Belgium,20,1,Europe/Brussels
305,EBFS,,Florennes Air Base,50.2433013916,4.64583015442,Belgium,935,1,Europe/Brussels
306,EBKT,KJK,Wevelgem Airport,50.817199707,3.20472002029,Belgium,64,1,Europe/Brussels
307,EBLG,LGG,Liège Airport,50.6374015808106,5.44322013854981,Belgium,659,1,Europe/Brussels
308,EBOS,OST,Ostend-Bruges International Airport,51.1988983154,2.8622200489,Belgium,13,1,Europe/Brussels
309,EBSL,,Zutendaal Air Base,50.9474983215332,5.59055995941162,Belgium,312,1,Europe/Brussels
310,EBST,,Brustem Airfield Sint Truiden,50.791901,5.20167,Belgium,246,1,Europe/Brussels
311,EBSU,,Saint Hubert Air Base,50.0344009399414,5.44081020355225,Belgium,1930,1,Europe/Brussels
312,EBUL,,Ursel Air Base,51.1441993713379,3.47555994987488,Belgium,95,1,Europe/Brussels
313,EBWE,,Weelde Air Base,51.3947982788086,4.96018981933594,Belgium,105,1,Europe/Brussels
314,EBZR,OBL,Zoersel (Oostmalle) Airfield,51.264702,4.75333,Belgium,53,1,Europe/Brussels
315,EDAB,,Flugplatz Bautzen,51.193611,14.519722,Germany,568,1,Europe/Berlin
316,EDAC,AOC,Altenburg-Nobitz Airport,50.981945,12.506389,Germany,640,1,Europe/Berlin
317,EDAD,,Dessau Airfield,51.831694,12.190962,Germany,187,1,Europe/Berlin
318,EDAE,,Eisenhüttenstadt Airfield,52.195856,14.58753,Germany,144,1,Europe/Berlin
319,EDAK,,Großenhain Airport,51.3080558776855,13.5555562973022,Germany,417,1,Europe/Berlin
320,EDAM,,Merseburg Airport,51.3630556,11.9408333,Germany,341,1,Europe/Berlin
321,EDAQ,,Halle-Oppin Airport,51.552223,12.053889,Germany,348,1,Europe/Berlin
322,EDAU,IES,Riesa-Göhlis Airport,51.2936096191,13.3561105728,Germany,322,1,Europe/Berlin
323,EDAX,REB,Rechlin-Lärz Airport,53.306388855,12.7522220612,Germany,220,1,Europe/Berlin
324,EDAY,,Strausberg Airport,52.5805549621582,13.9166669845581,Germany,262,1,Europe/Berlin
325,EDAZ,QXH,Schönhagen Airport,52.203609,13.156389,Germany,152,1,Europe/Berlin
326,EDBH,BBH,Barth Airport,54.338253,12.710515,Germany,23,1,Europe/Berlin
327,EDBJ,,Jena-Schöngleina Airfield,50.915279,11.714444,Germany,1247,1,Europe/Berlin
328,EDBK,,Kyritz Airport,52.918888092041,12.4252777099609,Germany,131,1,Europe/Berlin
329,EDBM,ZMG,"""Magdeburg """"City"""" Airport""",52.073612,11.626389,Germany,259,1,Europe/Berlin
330,EDBR,,Rothenburg/Görlitz Airport,51.3633346557617,14.9499998092651,Germany,518,1,Europe/Berlin
331,EDCA,,Anklam Airfield,53.832779,13.668611,Germany,16,1,Europe/Berlin
332,EDCD,CBU,Cottbus-Drewitz Airport,51.889442,14.531944,Germany,272,1,Europe/Berlin
333,EDCM,,Kamenz Airport,51.2969436645508,14.1274995803833,Germany,495,1,Europe/Berlin
334,EDDB,SXF,Berlin-Schönefeld Airport,52.380001,13.5225,Germany,157,1,Europe/Berlin
335,EDDC,DRS,Dresden Airport,51.1328010559082,13.7672004699707,Germany,755,1,Europe/Berlin
336,EDDE,ERF,Erfurt Airport,50.9798011779785,10.9581003189087,Germany,1036,1,Europe/Berlin
337,EDDF,FRA,Frankfurt am Main Airport,50.033333,8.570556,Germany,364,1,Europe/Berlin
338,EDDG,FMO,Münster Osnabrück Airport,52.134601593,7.68483018875,Germany,160,1,Europe/Berlin
339,EDDH,HAM,Hamburg Airport,53.630401611328,9.9882297515869,Germany,53,1,Europe/Berlin
340,EDDI,THF,Berlin-Tempelhof International Airport,52.4729995727539,13.4039001464844,Germany,167,1,Europe/Berlin
341,EDDK,CGN,Cologne Bonn Airport,50.8658981323,7.1427397728,Germany,302,1,Europe/Berlin
342,EDDL,DUS,Düsseldorf Airport,51.289501,6.76678,Germany,147,1,Europe/Berlin
343,EDDM,MUC,Munich Airport,48.353802,11.7861,Germany,1487,1,Europe/Berlin
344,EDDN,NUE,Nuremberg Airport,49.498699,11.078056,Germany,1046,1,Europe/Berlin
345,EDDP,LEJ,Leipzig/Halle Airport,51.423889,12.236389,Germany,465,1,Europe/Berlin
346,EDDR,SCN,Saarbrücken Airport,49.2145996094,7.10950994492,Germany,1058,1,Europe/Berlin
347,EDDS,STR,Stuttgart Airport,48.6898994446,9.22196006775,Germany,1276,1,Europe/Berlin
348,EDDT,TXL,Berlin-Tegel Airport,52.5597,13.2877,Germany,122,1,Europe/Berlin
349,EDDV,HAJ,Hannover Airport,52.461101532,9.68507957458,Germany,183,1,Europe/Berlin
350,EDDW,BRE,Bremen Airport,53.0475006104,8.78666973114,Germany,14,1,Europe/Berlin
351,EDFE,QEF,Frankfurt-Egelsbach Airport,49.959999,8.645833,Germany,384,1,Europe/Berlin
352,EDFH,HHN,Frankfurt-Hahn Airport,49.9487,7.26389,Germany,1649,1,Europe/Berlin
353,EDFM,MHG,Mannheim-City Airport,49.473057,8.514167,Germany,308,1,Europe/Berlin
354,EDFQ,,Allendorf/Eder Airport,51.0349998474121,8.680832862854,Germany,1158,1,Europe/Berlin
355,EDFV,,Worms Airport,49.606945,8.368333,Germany,295,1,Europe/Berlin
356,EDFZ,,Mainz-Finthen Airport,49.967499,8.147222,Germany,525,1,Europe/Berlin
357,EDGE,EIB,Eisenach-Kindel Airport,50.991604,10.47973,Germany,1112,1,Europe/Berlin
358,EDGS,SGE,Siegerland Airport,50.7076988220215,8.08296966552734,Germany,1966,1,Europe/Berlin
359,EDHI,XFW,Hamburg-Finkenwerder Airport,53.5352783203125,9.83555603027344,Germany,23,1,Europe/Berlin
360,EDHK,KEL,Kiel-Holtenau Airport,54.3794441223145,10.1452779769897,Germany,102,1,Europe/Berlin
361,EDHL,LBC,Lübeck Blankensee Airport,53.8054008484,10.7192001343,Germany,53,1,Europe/Berlin
362,EDKV,,Flugplatz Dahlemer Binz,50.405555725,6.5288891792,Germany,1896,1,Europe/Berlin
363,EDKZ,,Meinerzhagen Airport,51.0999984741211,7.59999990463257,Germany,1549,1,Europe/Berlin
364,EDLA,,Arnsberg-Menden Airport,51.4838905334473,7.89833307266235,Germany,794,1,Europe/Berlin
365,EDLE,ESS,Essen Mulheim Airport,51.4023017883301,6.93732976913452,Germany,424,1,Europe/Berlin
366,EDLI,BFE,Bielefeld Airport,51.964722,8.544444,Germany,454,1,Europe/Berlin
367,EDLN,MGL,Mönchengladbach Airport,51.230278,6.504444,Germany,125,1,Europe/Berlin
368,EDLP,PAD,Paderborn Lippstadt Airport,51.6141014099,8.61631965637,Germany,699,1,Europe/Berlin
369,EDLS,,Stadtlohn-Vreden Airport,51.9958343505859,6.84055614471436,Germany,157,1,Europe/Berlin
370,EDLW,DTM,Dortmund Airport,51.5182991028,7.61223983765,Germany,425,1,Europe/Berlin
371,EDMA,AGB,Augsburg Airport,48.425278,10.931667,Germany,1516,1,Europe/Berlin
372,EDMB,,Biberach a.d. Riß Airfield,48.111111,9.762778,Germany,1903,1,Europe/Berlin
373,EDME,,Eggenfelden Airport,48.396110534668,12.7236108779907,Germany,1342,1,Europe/Berlin
374,EDMN,,Mindelheim-Mattsies Airfield,48.106945,10.525,Germany,1857,1,Europe/Berlin
375,EDMO,OBF,Oberpfaffenhofen Airport,48.081402,11.2831,Germany,1947,1,Europe/Berlin
376,EDMS,RBM,Straubing Airport,48.9008331298828,12.5166673660278,Germany,1047,1,Europe/Berlin
377,EDMV,,Vilshofen Airport,48.6349983215332,13.1955556869507,Germany,991,1,Europe/Berlin
378,EDNL,,Leutkirch-Unterzeil Airport,47.8588905334473,10.0141668319702,Germany,2100,1,Europe/Berlin
379,EDNY,FDH,Friedrichshafen Airport,47.6712989807,9.51148986816,Germany,1367,1,Europe/Berlin
380,EDOP,SZW,Schwerin Parchim Airport,53.426998,11.7834,Germany,166,1,Europe/Berlin
381,EDOV,,Stendal-Borstel Airport,52.6288871765137,11.8186111450195,Germany,184,1,Europe/Berlin
382,EDPA,,Aalen-Heidenheim/Elchingen Airport,48.7777786254883,10.2647218704224,Germany,1916,1,Europe/Berlin
383,EDQD,BYU,Bayreuth Airport,49.985001,11.64,Germany,1601,1,Europe/Berlin
384,EDQE,URD,Burg Feuerstein Airport,49.794166564941,11.133610725403,Germany,1673,1,Europe/Berlin
385,EDQM,HOQ,Hof-Plauen Airport,50.2886123657227,11.8563890457153,Germany,1959,1,Europe/Berlin
386,EDQT,,Haßfurt-Schweinfurt Airport,50.0180549621582,10.5294437408447,Germany,719,1,Europe/Berlin
387,EDRK,,Koblenz-Winningen Airfield,50.325558,7.528611,Germany,640,1,Europe/Berlin
388,EDRT,,Trier-Föhren Airport,49.863888,6.7875,Germany,666,1,Europe/Berlin
389,EDRY,,Speyer Airfield,49.304722,8.451389,Germany,312,1,Europe/Berlin
390,EDRZ,ZQW,Zweibrücken Airport,49.2094,7.40056,Germany,1132,1,Europe/Berlin
391,EDTD,ZQL,Donaueschingen-Villingen Airport,47.9733314514,8.52222156525,Germany,2231,1,Europe/Berlin
392,EDTF,,Freiburg i. Br. Airport,48.0227775574,7.83249998093,Germany,801,1,Europe/Berlin
393,EDTM,,Mengen-Hohentengen Airport,48.0538902282715,9.37277793884277,Germany,1818,1,Europe/Berlin
394,EDTY,,Adolf Würth Airport,49.1183319092,9.78388881683,Germany,1299,1,Europe/Berlin
395,EDUS,,Finsterwalde/Schacksdorf Airport,51.607498,13.743611,Germany,384,1,Europe/Berlin
396,EDVE,BWE,Braunschweig-Wolfsburg Airport,52.319199,10.5561,Germany,295,1,Europe/Berlin
397,EDVK,KSF,Kassel-Calden Airport,51.417273,9.384967,Germany,820,1,Europe/Berlin
398,EDVM,,Hildesheim Airport,52.1813888549805,9.94638919830322,Germany,292,1,Europe/Berlin
399,EDWB,BRV,Bremerhaven Airport,53.506943,8.572778,Germany,10,1,Europe/Berlin
400,EDWE,EME,Emden Airport,53.391109,7.2275,Germany,3,1,Europe/Berlin
401,EDWF,,Leer-Papenburg Airport,53.2719421386719,7.44166707992554,Germany,3,1,Europe/Berlin
402,EDWI,WVN,Wilhelmshaven-Mariensiel Airport,53.5022201538086,8.05222225189209,Germany,16,1,Europe/Berlin
403,EDWR,BMK,Borkum Airport,53.59639,6.709167,Germany,3,1,Europe/Berlin
404,EDWY,NRD,Norderney Airport,53.7069435119629,7.23000001907349,Germany,7,1,Europe/Berlin
405,EDXF,FLF,Flensburg-Schäferhaus Airport,54.7733345031738,9.37888908386231,Germany,131,1,Europe/Berlin
406,EDXR,,Rendsburg-Schachtholm Airport,54.2200012207031,9.59944438934326,Germany,23,1,Europe/Berlin
407,EDXW,GWT,Westerland Sylt Airport,54.9132003784,8.34047031403,Germany,51,1,Europe/Berlin
408,EEEI,,Ämari Air Base,59.2602996826172,24.2084999084473,Estonia,65,2,Europe/Tallinn
409,EEKA,KDL,Kärdla Airport,58.9907989501953,22.8306999206543,Estonia,18,2,Europe/Tallinn
410,EEKE,URE,Kuressaare Airport,58.2299003601074,22.50950050354,Estonia,14,2,Europe/Tallinn
411,EEPU,EPU,Pärnu Airport,58.4189987182617,24.4727993011475,Estonia,47,2,Europe/Tallinn
412,EETN,TLL,Lennart Meri Tallinn Airport,59.4132995605,24.8327999115,Estonia,131,2,Europe/Tallinn
413,EETU,TAY,Tartu Airport,58.3074989319,26.6903991699,Estonia,219,2,Europe/Tallinn
414,EFET,ENF,Enontekio Airport,68.362602233887,23.424299240112,Finland,1005,2,Europe/Helsinki
415,EFEU,,Eura Airport,61.1161003112793,22.2014007568359,Finland,259,2,Europe/Helsinki
416,EFHA,KEV,Halli Airport,61.856039,24.786686,Finland,479,2,Europe/Helsinki
417,EFHF,HEM,Helsinki Malmi Airport,60.2546005249023,25.0428009033203,Finland,57,2,Europe/Helsinki
418,EFHK,HEL,Helsinki Vantaa Airport,60.317199707031,24.963300704956,Finland,179,2,Europe/Helsinki
419,EFHM,,Hameenkyro Airport,61.6897010803223,23.0736999511719,Finland,449,2,Europe/Helsinki
420,EFHN,,Hanko Airport,59.8488998413086,23.0835990905762,Finland,20,2,Europe/Helsinki
421,EFHV,HYV,Hyvinkää Airfield,60.6543998718,24.8810997009,Finland,430,2,Europe/Helsinki
422,EFIK,,Kiikala Airport,60.4625015259,23.6525001526,Finland,381,2,Europe/Helsinki
423,EFIM,,Immola Airport,61.2491989135742,28.9036998748779,Finland,338,2,Europe/Helsinki
424,EFIT,KTQ,Kitee Airport,62.1661,30.073601,Finland,364,2,Europe/Helsinki
425,EFIV,IVL,Ivalo Airport,68.607299804688,27.405300140381,Finland,481,2,Europe/Helsinki
426,EFJO,JOE,Joensuu Airport,62.662899017334,29.607500076294,Finland,398,2,Europe/Helsinki
427,EFJY,JYV,Jyvaskyla Airport,62.399501800537,25.678300857544,Finland,459,2,Europe/Helsinki
428,EFKA,KAU,Kauhava Airport,63.127102,23.051399,Finland,151,2,Europe/Helsinki
429,EFKE,KEM,Kemi-Tornio Airport,65.778701782227,24.582099914551,Finland,61,2,Europe/Helsinki
430,EFKI,KAJ,Kajaani Airport,64.285499572754,27.692399978638,Finland,483,2,Europe/Helsinki
431,EFKJ,KHJ,Kauhajoki Airport,62.4625015259,22.3931007385,Finland,407,2,Europe/Helsinki
432,EFKK,KOK,Kokkola-Pietarsaari Airport,63.721199035645,23.143100738525,Finland,84,2,Europe/Helsinki
433,EFKM,,Kemijarvi Airport,66.712898,27.156799,Finland,692,2,Europe/Helsinki
434,EFKS,KAO,Kuusamo Airport,65.987602233887,29.239400863647,Finland,866,2,Europe/Helsinki
435,EFKT,KTT,Kittilä Airport,67.700996398926,24.846799850464,Finland,644,2,Europe/Helsinki
436,EFKU,KUO,Kuopio Airport,63.007099151611,27.797800064087,Finland,323,2,Europe/Helsinki
437,EFLA,QLF,Lahti Vesivehmaa Airport,61.144199,25.693501,Finland,502,2,Europe/Helsinki
438,EFLP,LPP,Lappeenranta Airport,61.044601,28.144743,Finland,349,2,Europe/Helsinki
439,EFMA,MHQ,Mariehamn Airport,60.122200012207,19.898199081421,Finland,17,2,Europe/Mariehamn
440,EFME,,Menkijarvi Airport,62.9467010498047,23.5188999176025,Finland,331,2,Europe/Helsinki
441,EFMI,MIK,Mikkeli Airport,61.6866,27.201799,Finland,329,2,Europe/Helsinki
442,EFNU,,Nummela Airport,60.3339004517,24.2964000702,Finland,367,2,Europe/Helsinki
443,EFOU,OUL,Oulu Airport,64.930099487305,25.354600906372,Finland,47,2,Europe/Helsinki
444,EFPI,,Piikajarvi Airport,61.2456016540527,22.1933994293213,Finland,148,2,Europe/Helsinki
445,EFPO,POR,Pori Airport,61.461700439453,21.799999237061,Finland,44,2,Europe/Helsinki
446,EFPU,,Pudasjärvi Airport,65.4021987915,26.9468994141,Finland,397,2,Europe/Helsinki
447,EFPY,,Pyhäsalmi Airport,63.7318992615,25.9263000488,Finland,528,2,Europe/Helsinki
448,EFRH,,Raahe Pattijoki Airport,64.6881027222,24.6958007812,Finland,118,2,Europe/Helsinki
449,EFRN,,Rantasalmi Airport,62.0654983521,28.3565006256,Finland,292,2,Europe/Helsinki
450,EFRO,RVN,Rovaniemi Airport,66.564796447754,25.830400466919,Finland,642,2,Europe/Helsinki
451,EFRY,,Rayskala Airport,60.744701385498,24.1077995300293,Finland,407,2,Europe/Helsinki
452,EFSA,SVL,Savonlinna Airport,61.943099975586,28.945100784302,Finland,311,2,Europe/Helsinki
453,EFSE,,Selanpaa Airport,61.0624008178711,26.798900604248,Finland,417,2,Europe/Helsinki
454,EFSO,SOT,Sodankyla Airport,67.3949966431,26.6191005707,Finland,602,2,Europe/Helsinki
455,EFTP,TMP,Tampere-Pirkkala Airport,61.414100646973,23.604400634766,Finland,390,2,Europe/Helsinki
456,EFTS,,Teisko Airport,61.7733,24.027,Finland,515,2,Europe/Helsinki
457,EFTU,TKU,Turku Airport,60.514099121094,22.262800216675,Finland,161,2,Europe/Helsinki
458,EFUT,UTI,Utti Air Base,60.89640045166,26.938400268555,Finland,339,2,Europe/Helsinki
459,EFVA,VAA,Vaasa Airport,63.050701141357,21.762199401855,Finland,19,2,Europe/Helsinki
460,EFVR,VRK,Varkaus Airport,62.171100616455,27.868600845337,Finland,286,2,Europe/Helsinki
461,EFYL,YLI,Ylivieska Airfield,64.0547222,24.7252778,Finland,252,2,Europe/Helsinki
462,EGAA,BFS,Belfast International Airport,54.6575012207,-6.21582984924,United Kingdom,268,0,Europe/London
463,EGAB,ENK,St Angelo Airport,54.3988990783691,-7.65166997909546,United Kingdom,155,0,Europe/London
464,EGAC,BHD,George Best Belfast City Airport,54.6180992126465,-5.87249994277954,United Kingdom,15,0,Europe/London
465,EGAE,LDY,City of Derry Airport,55.0428009033203,-7.16110992431641,United Kingdom,22,0,Europe/London
466,EGBB,BHX,Birmingham International Airport,52.4538993835,-1.74802994728,United Kingdom,327,0,Europe/London
467,EGBE,CVT,Coventry Airport,52.3697013855,-1.47971999645,United Kingdom,267,0,Europe/London
468,EGBG,,Leicester Airport,52.6077995300293,-1.03193998336792,United Kingdom,469,0,Europe/London
469,EGBJ,GLO,Gloucestershire Airport,51.8941993713379,-2.16722011566162,United Kingdom,101,0,Europe/London
470,EGBO,,Wolverhampton Halfpenny Green Airport,52.5175018310547,-2.25943994522095,United Kingdom,283,0,Europe/London
471,EGBP,GBA,Cotswold Airport,51.668095,-2.05694,United Kingdom,433,0,Europe/London
472,EGBT,,Turweston Airport,52.0407981873,-1.09555995464,United Kingdom,448,0,Europe/London
473,EGBW,,Wellesbourne Mountford Airport,52.1921997070313,-1.61443996429443,United Kingdom,159,0,Europe/London
474,EGCC,MAN,Manchester Airport,53.3536987304688,-2.27495002746582,United Kingdom,257,0,Europe/London
475,EGCD,,Manchester Woodford Airport,53.3381,-2.14889,United Kingdom,295,0,Europe/London
476,EGDC,,Royal Marines Base Chivenor Airport,51.0872001647949,-4.15034008026123,United Kingdom,27,0,Europe/London
477,EGHQ,NQY,Newquay Cornwall Airport,50.440601348877,-4.99540996551514,United Kingdom,390,0,Europe/London
